TrackID,Name,Inizio,Bpm,Metro,Battito
37650739,In Another Lifetime-012-Tinlicker feat Hero Baldwin-Rebirth,198.22,123.96,4/4,2
37650739,In Another Lifetime-012-Tinlicker feat Hero Baldwin-Rebirth,219.034,123.96,4/4,1
37650739,In Another Lifetime-012-Tinlicker feat Hero Baldwin-Rebirth,241.3,123.96,4/4,3
37650739,In Another Lifetime-012-Tinlicker feat Hero Baldwin-Rebirth,262.114,123.96,4/4,2
37650739,In Another Lifetime-012-Tinlicker feat Hero Baldwin-Rebirth,283.896,123.96,4/4,3
17996538,In Another Lifetime-011-Tinlicker feat Jamie Irrepressible-I Am Free,0.296,125.0,4/4,1
17996538,In Another Lifetime-011-Tinlicker feat Jamie Irrepressible-I Am Free,184.617,125.0,4/4,1
15399986,In Another Lifetime-009-Tinlicker-Under The Stars,0.279,124.0,4/4,1
13849937,In Another Lifetime-007-Tinlicker-Xanadu,0.149,124.0,4/4,1
158878405,In Another Lifetime-006-Tinlicker feat Nathan Nicholson-Always Will,0.29,123.0,4/4,1
223907019,In Another Lifetime-004-Tinlicker feat Roos Jonker-Come Back Home,0.302,123.0,4/4,1
36737579,In Another Lifetime-001-Tinlicker-Mesmerized,0.304,125.01,4/4,1
121238714,Hold On To You (In My Next Life Extended Mix),0.117,128.0,4/4,1
237908630,gratitude-aboveandbeyond,0.011,128.05,4/4,3
227090213,escalate-bbohmer,0.269,124.0,4/4,1
17408570,chains-aboveandbeyond,0.001,128.07,4/4,1
17408570,chains-aboveandbeyond,20.147,128.07,4/4,4
17408570,chains-aboveandbeyond,44.978,128.07,4/4,1
17408570,chains-aboveandbeyond,66.998,128.07,4/4,4
17408570,chains-aboveandbeyond,91.829,128.07,4/4,1
17408570,chains-aboveandbeyond,116.66,128.07,4/4,2
17408570,chains-aboveandbeyond,138.68,128.07,4/4,1
17408570,chains-aboveandbeyond,163.511,128.07,4/4,2
17408570,chains-aboveandbeyond,188.342,128.07,4/4,3
17408570,chains-aboveandbeyond,212.236,128.07,4/4,2
17408570,chains-aboveandbeyond,235.193,128.07,4/4,3
17408570,chains-aboveandbeyond,260.024,128.07,4/4,4
17408570,chains-aboveandbeyond,283.918,128.07,4/4,3
17408570,chains-aboveandbeyond,306.875,128.07,4/4,4
17408570,chains-aboveandbeyond,331.706,128.07,4/4,1
165461477,cappadocia-bbohmer,0.105,123.0,4/4,1
148305152,bealone-osmith,0.0,125.0,4/4,1
34101932,babaoreally-thewho,0.036,115.42,4/4,1
44671050,alrightnow-aboveandbeyond,0.001,128.0,4/4,4
265881305,Love & Happiness (Yemaya Y OchÃ¹n) [feat. IndiaTito & India] (Original Mix),0.057,124.0,4/4,2
97575859,Sacrifice,0.052,130.44,4/4,1
97575859,Sacrifice,18.912,130.44,4/4,2
97575859,Sacrifice,91.59,130.44,4/4,4
97575859,Sacrifice,163.348,130.44,4/4,4
47821744,Sun In Your Eyes (Sunny Lax Remix),0.012,132.0,4/4,1
146966755,Diving Out Of Love,0.0,132.0,4/4,1
34748662,Crash,0.453,131.59,4/4,4
245236480,Bittersweet & Blue (Above & Beyond Club Mix),0.437,131.3,4/4,3
245236480,Bittersweet & Blue (Above & Beyond Club Mix),145.756,131.3,4/4,1
245236480,Bittersweet & Blue (Above & Beyond Club Mix),183.228,131.3,4/4,3
245236480,Bittersweet & Blue (Above & Beyond Club Mix),220.7,131.3,4/4,1
245236480,Bittersweet & Blue (Above & Beyond Club Mix),278.279,131.3,4/4,3
154018528,The Launch,0.016,130.74,4/4,1
128437282,The Test,0.457,130.22,4/4,2
266653586,Jam,0.058,129.87,4/4,1
266653586,Jam,152.519,129.87,4/4,3
266653586,Jam,152.98,129.87,4/4,4
266653586,Jam,154.829,129.87,4/4,4
266653586,Jam,155.29,129.87,4/4,1
266653586,Jam,155.753,129.87,4/4,2
266653586,Jam,156.214,129.87,4/4,3
266653586,Jam,156.677,129.87,4/4,4
266653586,Jam,157.138,129.87,4/4,1
266653586,Jam,158.063,129.87,4/4,3
266653586,Jam,158.524,129.87,4/4,4
266653586,Jam,158.987,129.87,4/4,1
266653586,Jam,159.448,129.87,4/4,2
266653586,Jam,159.911,129.87,4/4,3
266653586,Jam,162.682,129.87,4/4,1
266653586,Jam,163.145,129.87,4/4,2
143437146,The Light,0.335,129.65,4/4,4
20711442,Friend,0.04,129.45,4/4,1
20711442,Friend,0.504,129.45,4/4,2
20711442,Friend,167.826,129.45,4/4,3
226984979,Something Bigger (Elevven Remix),0.433,129.2,4/4,2
226984979,Something Bigger (Elevven Remix),0.898,129.2,4/4,3
226984979,Something Bigger (Elevven Remix),146.253,129.2,4/4,4
46248916,Petrushka,0.022,128.94,4/4,1
46248916,Petrushka,3.28,128.94,4/4,4
46248916,Petrushka,225.708,128.94,4/4,2
104860975,Reverie (Above & Beyond Club Mix),0.03,128.57,4/4,1
179593193,I Saw Good,0.032,128.36,4/4,1
179593193,I Saw Good,79.495,128.36,4/4,3
179593193,I Saw Good,169.709,128.36,4/4,4
120428055,Time Traveller,0.196,128.14,4/4,1
120428055,Time Traveller,0.665,128.14,4/4,2
120428055,Time Traveller,21.268,128.14,4/4,2
120428055,Time Traveller,41.871,128.14,4/4,2
120428055,Time Traveller,62.474,128.14,4/4,2
120428055,Time Traveller,83.077,128.14,4/4,2
120428055,Time Traveller,103.68,128.14,4/4,2
120428055,Time Traveller,124.283,128.14,4/4,2
120428055,Time Traveller,144.886,128.14,4/4,2
120428055,Time Traveller,165.489,128.14,4/4,2
120428055,Time Traveller,186.092,128.14,4/4,2
120428055,Time Traveller,206.695,128.14,4/4,2
240996395,Problems,0.053,126.07,4/4,1
240996395,Problems,6.717,126.07,4/4,3
240996395,Problems,264.198,126.07,4/4,4
222063255,Oceanic (Jerome Isma-Ae Remix),0.45,125.82,4/4,2
160696617,Lost In You,0.034,123.27,4/4,1
121451027,Shake (Original Mix) www.djsoundtop.com,0.052,126.0,4/4,3
136128316,Dark Knight,0.208,126.0,4/4,1
136128316,Dark Knight,1.161,126.0,4/4,3
260311212,The Fountain,0.011,132.0,4/4,1
220248632,Overtones (PROFF Remix),0.048,124.84,4/4,1
152203609,Part Of Me,0.3,124.3,4/4,2
61604231,By Your Side,0.011,123.87,4/4,1
61604231,By Your Side,0.496,123.87,4/4,2
61604231,By Your Side,15.028,123.87,4/4,4
61604231,By Your Side,31.013,123.87,4/4,1
61604231,By Your Side,43.123,123.87,4/4,2
61604231,By Your Side,55.233,123.87,4/4,3
61604231,By Your Side,71.218,123.87,4/4,4
61604231,By Your Side,83.328,123.87,4/4,1
61604231,By Your Side,95.438,123.87,4/4,2
61604231,By Your Side,107.548,123.87,4/4,3
61604231,By Your Side,123.533,123.87,4/4,4
61604231,By Your Side,135.643,123.87,4/4,1
61604231,By Your Side,147.753,123.87,4/4,2
61604231,By Your Side,163.738,123.87,4/4,3
61604231,By Your Side,175.848,123.87,4/4,4
61604231,By Your Side,187.958,123.87,4/4,1
61604231,By Your Side,200.068,123.87,4/4,2
61604231,By Your Side,214.6,123.87,4/4,4
61604231,By Your Side,230.585,123.87,4/4,1
61604231,By Your Side,242.695,123.87,4/4,2
61604231,By Your Side,258.68,123.87,4/4,3
222728113,Falling Forward (Qrion's Ambient Intro Mix),0.473,122.03,4/4,2
106878710,klf,0.073,111.46,4/4,3
106878710,klf,12.993,111.46,4/4,3
106878710,klf,55.52,111.46,4/4,2
106878710,klf,113.658,111.46,4/4,2
106878710,klf,156.185,111.46,4/4,1
106878710,klf,205.71,111.46,4/4,1
58244260,7547633_Push The Feeling On_(Mk Dub Revisited),0.348,123.02,4/4,1
159222400,16607562_Lonely Heart_(Original Mix),0.111,124.0,4/4,3
235596564,Anjunabeats The Yearbook 2021-01-037-gardenstate & GVN-Take Me There (Extended Mix),0.453,130.0,4/4,1
5662804,Anjunabeats The Yearbook 2021-01-064-7 Skies-ZAO (Extended Mix),0.0,128.0,4/4,1
264105751,Anjunabeats The Yearbook 2021-01-042-Super8 & Tab feat Julie Thompson-My Enemy (gardenstate Extended Mix),0.001,130.0,4/4,3
26495887,Anjunabeats The Yearbook 2021-01-030-OLAN & Nourey-In Motion (Club Mix (Mixed)),0.018,128.07,4/4,1
26495887,Anjunabeats The Yearbook 2021-01-030-OLAN & Nourey-In Motion (Club Mix (Mixed)),0.487,128.07,4/4,2
26495887,Anjunabeats The Yearbook 2021-01-030-OLAN & Nourey-In Motion (Club Mix (Mixed)),31.875,128.07,4/4,1
26495887,Anjunabeats The Yearbook 2021-01-030-OLAN & Nourey-In Motion (Club Mix (Mixed)),68.885,128.07,4/4,4
26495887,Anjunabeats The Yearbook 2021-01-030-OLAN & Nourey-In Motion (Club Mix (Mixed)),119.481,128.07,4/4,4
26495887,Anjunabeats The Yearbook 2021-01-030-OLAN & Nourey-In Motion (Club Mix (Mixed)),119.95,128.07,4/4,1
26495887,Anjunabeats The Yearbook 2021-01-030-OLAN & Nourey-In Motion (Club Mix (Mixed)),145.716,128.07,4/4,4
26495887,Anjunabeats The Yearbook 2021-01-030-OLAN & Nourey-In Motion (Club Mix (Mixed)),196.312,128.07,4/4,4
26495887,Anjunabeats The Yearbook 2021-01-030-OLAN & Nourey-In Motion (Club Mix (Mixed)),247.845,128.07,4/4,2
141242573,Anjunabeats The Yearbook 2021-01-008-ilan Bluestone feat Ellen Smith-Stranger To Your Love (Mixed),0.46,124.15,4/4,2
141242573,Anjunabeats The Yearbook 2021-01-008-ilan Bluestone feat Ellen Smith-Stranger To Your Love (Mixed),0.944,124.15,4/4,3
141242573,Anjunabeats The Yearbook 2021-01-008-ilan Bluestone feat Ellen Smith-Stranger To Your Love (Mixed),30.425,124.15,4/4,4
141242573,Anjunabeats The Yearbook 2021-01-008-ilan Bluestone feat Ellen Smith-Stranger To Your Love (Mixed),59.906,124.15,4/4,1
141242573,Anjunabeats The Yearbook 2021-01-008-ilan Bluestone feat Ellen Smith-Stranger To Your Love (Mixed),86.004,124.15,4/4,3
141242573,Anjunabeats The Yearbook 2021-01-008-ilan Bluestone feat Ellen Smith-Stranger To Your Love (Mixed),115.485,124.15,4/4,4
141242573,Anjunabeats The Yearbook 2021-01-008-ilan Bluestone feat Ellen Smith-Stranger To Your Love (Mixed),144.966,124.15,4/4,1
141242573,Anjunabeats The Yearbook 2021-01-008-ilan Bluestone feat Ellen Smith-Stranger To Your Love (Mixed),174.447,124.15,4/4,2
141242573,Anjunabeats The Yearbook 2021-01-008-ilan Bluestone feat Ellen Smith-Stranger To Your Love (Mixed),203.928,124.15,4/4,3
149309087,Anjunabeats The Yearbook 2021-01-027-Grum-Sparkles (Mixed),0.0,127.0,4/4,1
203351546,Anjunabeats The Yearbook 2021-01-025-gardenstate-By Your Side (Mixed),0.071,126.1,4/4,1
78613905,Anjunabeats The Yearbook 2021-01-055-Fehrplay-Kiki (Extended Mix),0.097,124.0,4/4,1
116462046,Anjunabeats The Yearbook 2021-01-029-7 Skies-ZAO (Mixed),0.0,128.0,4/4,1
264401666,Anjunabeats The Yearbook 2021-01-014-GVN-Ethereal (Mixed),0.466,128.0,4/4,3
169916605,Anjunabeats The Yearbook 2021-01-015-Maor Levi-Am I Dreaming (Mixed),0.069,128.1,4/4,1
169916605,Anjunabeats The Yearbook 2021-01-015-Maor Levi-Am I Dreaming (Mixed),52.527,128.1,4/4,1
169916605,Anjunabeats The Yearbook 2021-01-015-Maor Levi-Am I Dreaming (Mixed),92.807,128.1,4/4,3
169916605,Anjunabeats The Yearbook 2021-01-015-Maor Levi-Am I Dreaming (Mixed),133.087,128.1,4/4,1
169916605,Anjunabeats The Yearbook 2021-01-015-Maor Levi-Am I Dreaming (Mixed),173.367,128.1,4/4,3
169916605,Anjunabeats The Yearbook 2021-01-015-Maor Levi-Am I Dreaming (Mixed),213.647,128.1,4/4,1
169916605,Anjunabeats The Yearbook 2021-01-015-Maor Levi-Am I Dreaming (Mixed),253.927,128.1,4/4,3
15784544,Anjunabeats The Yearbook 2021-01-052-Pretty Pink feat Gracie Thunder-Echo (Extended Mix),0.0,125.0,4/4,1
15784544,Anjunabeats The Yearbook 2021-01-052-Pretty Pink feat Gracie Thunder-Echo (Extended Mix),298.561,125.0,4/4,3
205515666,Anjunabeats The Yearbook 2021-01-031-gardenstate & GVN-Take Me There (Mixed),0.0,130.0,4/4,1
131632733,Anjunabeats The Yearbook 2021-01-032-ilan Bluestone feat EL Waves-Tonight (Mixed),0.001,130.0,4/4,1
112156202,Anjunabeats The Yearbook 2021-01-020-Pretty Pink feat Gracie Thunder-Echo (Mixed),0.0,125.0,4/4,1
154381703,Anjunabeats The Yearbook 2021-01-022-Fehrplay-Kiki (Mixed),0.0,124.0,4/4,1
60140624,Anjunabeats The Yearbook 2021-01-017-Sunny Lax-VIBE (Mixed),0.0,132.0,4/4,1
33390250,Anjunabeats The Yearbook 2021-01-060-OLAN & Nourey-In Motion (Extended Mix),0.255,123.0,4/4,2
49768295,Anjunabeats The Yearbook 2021-01-026-Alex Sonata & TheRio-Higher (Mixed),0.0,128.0,4/4,1
103671126,Anjunabeats The Yearbook 2021-01-016-Trance Wax-Northern Sky (Dusky Remix (Mixed)),0.043,130.21,4/4,1
147714504,Anjunabeats The Yearbook 2021-01-003-Above & Beyond vs Andy Moor-Air For Life (Dosem Remix (Mixed)),0.055,123.89,4/4,1
147714504,Anjunabeats The Yearbook 2021-01-003-Above & Beyond vs Andy Moor-Air For Life (Dosem Remix (Mixed)),0.54,123.89,4/4,2
147714504,Anjunabeats The Yearbook 2021-01-003-Above & Beyond vs Andy Moor-Air For Life (Dosem Remix (Mixed)),34.44,123.89,4/4,4
147714504,Anjunabeats The Yearbook 2021-01-003-Above & Beyond vs Andy Moor-Air For Life (Dosem Remix (Mixed)),68.34,123.89,4/4,2
147714504,Anjunabeats The Yearbook 2021-01-003-Above & Beyond vs Andy Moor-Air For Life (Dosem Remix (Mixed)),107.083,123.89,4/4,2
147714504,Anjunabeats The Yearbook 2021-01-003-Above & Beyond vs Andy Moor-Air For Life (Dosem Remix (Mixed)),144.373,123.89,4/4,3
147714504,Anjunabeats The Yearbook 2021-01-003-Above & Beyond vs Andy Moor-Air For Life (Dosem Remix (Mixed)),186.506,123.89,4/4,2
147714504,Anjunabeats The Yearbook 2021-01-003-Above & Beyond vs Andy Moor-Air For Life (Dosem Remix (Mixed)),225.249,123.89,4/4,2
147714504,Anjunabeats The Yearbook 2021-01-003-Above & Beyond vs Andy Moor-Air For Life (Dosem Remix (Mixed)),263.992,123.89,4/4,2
242938720,Anjunabeats The Yearbook 2021-01-057-Matt Lange-Rift (Alex ORion Extended Mix),0.064,120.0,4/4,1
75389198,Anjunabeats The Yearbook 2021-01-033-ilan Bluestone feat Giuseppe de Luca-Look At Me Now (Mixed),0.0,130.0,4/4,1
179631548,Anjunabeats The Yearbook 2021-01-049-Above & Beyond vs Andy Moor-Air For Life (Dosem Extended Mix),0.002,124.0,4/4,1
138345461,Anjunabeats The Yearbook 2021-01-001-Matt Lange-Rift (Alex ORion Remix (Mixed)),0.463,120.06,4/4,2
59124667,Anjunabeats The Yearbook 2021-01-062-Jordin Post-Azure (Extended Mix),0.0,122.0,4/4,1
229267320,Anjunabeats The Yearbook 2021-01-002-Jordin Post-Azure (Mixed),0.033,122.21,4/4,1
105467980,Anjunabeats The Yearbook 2021-01-013-Paul Thomas & Funkagenda-Carcerem (Mixed),0.04,125.09,4/4,1
143264721,Anjunabeats The Yearbook 2021-01-038-Above & Beyond-Screwdriver (Extended Mix),0.034,128.0,4/4,1
240636756,Anjunabeats The Yearbook 2021-01-009-Above & Beyond-Screwdriver (Mixed),0.0,128.0,4/4,1
124301130,16421859_Snowfall_(Extended Mix),0.357,128.0,4/4,3
160648779,Tranquility Base Vol 1-01-010-Above & Beyond-Spin Off (Extended Mix),0.0,130.0,4/4,1
253623993,Tranquility Base Vol 1-01-007-Above & Beyond-Wasp (Extended Mix),0.0,128.0,4/4,1
51278253,Tranquility Base Vol 1-01-002-Above & Beyond-Wasp,0.468,128.0,4/4,2
110513641,Tranquility Base Vol 1-01-004-Above & Beyond-VLEKNO,0.003,128.0,4/4,1
56774665,Tranquility Base Vol 1-01-005-Above & Beyond-Spin Off,0.001,130.0,4/4,1
124947500,Tranquility Base Vol 1-01-009-Above & Beyond-VLEKNO (Extended Mix),0.0,128.0,4/4,1
84989864,Tranquility Base Vol 1-01-008-Above & Beyond-500 (Extended Mix),0.0,130.0,4/4,1
204365286,16835438_Keep Running_(Tomas Heredia Extended Remix),0.001,126.0,4/4,4
204365286,16835438_Keep Running_(Tomas Heredia Extended Remix),6.192,126.0,4/4,1
204365286,16835438_Keep Running_(Tomas Heredia Extended Remix),202.383,126.0,4/4,1
44113639,15955557_Eye Contact_(Extended Mix),0.001,127.0,4/4,1
44113639,15955557_Eye Contact_(Extended Mix),0.474,127.0,4/4,2
52119604,17473989_Point Of No Return_(Extended Mix),0.292,122.0,4/4,1
252375014,14407419_Gave U My Love_(Extended Mix),0.06,127.0,4/4,1
252375014,14407419_Gave U My Love_(Extended Mix),0.533,127.0,4/4,2
42246197,16545141_Otherside_(Fideles Remix),0.208,123.0,4/4,1
192906594,16777791_Make It Happen_(Dom Dolla Remix),0.046,128.0,4/4,1
83636932,16848975_Fade Into Black (Extended Club Mix)_(Original Mix),0.122,123.0,4/4,1
128404823,Dom_Dolla___Strangers__Tinlicker_Remix___Extended_Mix__24Bit,0.297,124.0,4/4,1
104215549,Volador 1 REC-2023-09-03,0.256,123.37,4/4,1
104215549,Volador 1 REC-2023-09-03,0.743,123.37,4/4,2
104215549,Volador 1 REC-2023-09-03,191.388,123.37,4/4,2
104215549,Volador 1 REC-2023-09-03,362.093,123.37,4/4,1
104215549,Volador 1 REC-2023-09-03,552.738,123.37,4/4,1
104215549,Volador 1 REC-2023-09-03,743.383,123.37,4/4,1
104215549,Volador 1 REC-2023-09-03,915.547,123.37,4/4,3
104215549,Volador 1 REC-2023-09-03,1086.252,123.37,4/4,2
104215549,Volador 1 REC-2023-09-03,1276.897,123.37,4/4,2
104215549,Volador 1 REC-2023-09-03,1467.542,123.37,4/4,2
104215549,Volador 1 REC-2023-09-03,1658.187,123.37,4/4,2
104215549,Volador 1 REC-2023-09-03,1828.892,123.37,4/4,1
104215549,Volador 1 REC-2023-09-03,2019.537,123.37,4/4,1
104215549,Volador 1 REC-2023-09-03,2191.701,123.37,4/4,3
104215549,Volador 1 REC-2023-09-03,2382.346,123.37,4/4,3
104215549,Volador 1 REC-2023-09-03,2553.051,123.37,4/4,2
104215549,Volador 1 REC-2023-09-03,2743.696,123.37,4/4,2
104215549,Volador 1 REC-2023-09-03,2934.341,123.37,4/4,2
104215549,Volador 1 REC-2023-09-03,3124.986,123.37,4/4,2
104215549,Volador 1 REC-2023-09-03,3295.691,123.37,4/4,1
104215549,Volador 1 REC-2023-09-03,3486.336,123.37,4/4,1
104215549,Volador 1 REC-2023-09-03,3658.5,123.37,4/4,3
104215549,Volador 1 REC-2023-09-03,3849.145,123.37,4/4,3
104215549,Volador 1 REC-2023-09-03,4019.85,123.37,4/4,2
214475015,17355734_Green Melody_(Original Mix),0.0,123.0,4/4,1
149303035,16980631_A Barrel of Tar_(Rodrigo Lapena & Mayro Remix),0.0,121.0,4/4,1
115592766,17478899_Asir_(Weird Sounding Dude Remix),0.184,122.0,4/4,1
100013301,17883087_I Remember_((John Summit Remix) (Extended Mix)),0.0,126.0,4/4,1
100013301,17883087_I Remember_((John Summit Remix) (Extended Mix)),0.477,126.0,4/4,2
100013301,17883087_I Remember_((John Summit Remix) (Extended Mix)),318.095,126.0,4/4,1
7513969,10886858_Lovingly_(Original Mix),0.085,128.0,4/4,1
262888387,14868875_In And Out Of Love_(Extended Mix),0.117,135.0,4/4,1
262888387,14868875_In And Out Of Love_(Extended Mix),303.227,135.0,4/4,3
159454206,16625041_My Feelings For You_(Mark Knight Extended Remix),0.234,124.0,4/4,1
21257138,12792193_Keep Control_(ARTBAT Remix),0.002,123.0,4/4,1
190099624,13583963_Sun & Moon feat. Richard Bedford_(Above & Beyond Extended Club Mix),0.069,134.0,4/4,1
27799096,16848975_Fade Into Black (Extended Club Mix)_(Original Mix),0.122,123.0,4/4,1
131883456,16777802_Always_(Monkey Safari Remix),0.341,124.0,4/4,1
246894947,Dom_Dolla___Strangers__Tinlicker_Remix___Extended_Mix__24Bit,0.297,124.0,4/4,1
118228421,15651351_Another Chance_(Extended),0.0,128.0,4/4,1
169241138,10739017_The Space In Between_(Ben Böhmer Extended Remix),0.115,122.0,4/4,1
130823870,15125355_Young Hearts Run Free_(Original Mix),0.0,123.0,4/4,1
103820018,16369962_Hopeless Dreamer feat. Giuseppe de Luca_(Tomas Heredia Extended Mix),0.0,126.0,4/4,1
103820018,16369962_Hopeless Dreamer feat. Giuseppe de Luca_(Tomas Heredia Extended Mix),0.953,126.0,4/4,3
103820018,16369962_Hopeless Dreamer feat. Giuseppe de Luca_(Tomas Heredia Extended Mix),278.571,126.0,4/4,2
188451712,14269418_Children_(Extended Mix),0.12,124.0,4/4,1
140459745,15955557_Eye Contact_(Extended Mix),0.001,127.0,4/4,1
140459745,15955557_Eye Contact_(Extended Mix),0.474,127.0,4/4,2
165865824,16777791_Make It Happen_(Dom Dolla Remix),0.046,128.0,4/4,1
158357635,16457928_Fade To Blue_(Matador Extended Mix),0.151,122.0,4/4,1
144399443,14407419_Gave U My Love_(Extended Mix),0.06,127.0,4/4,1
144399443,14407419_Gave U My Love_(Extended Mix),0.533,127.0,4/4,2
216663350,16607562_Lonely Heart_(Original Mix),0.111,124.0,4/4,3
34838548,16667060_Don_t Hold Back_(Yotto Remix),0.011,122.0,4/4,1
75053830,16945254_Oceans (Alex M.O.R.P.H. Remix Extended)_(Alex M.O.R.P.H. Remix Extended),0.001,135.0,4/4,1
140559240,End Of All Things feat. Alison May (Original Mix),0.356,125.0,4/4,2
140559240,End Of All Things feat. Alison May (Original Mix),135.237,125.0,4/4,3
140559240,End Of All Things feat. Alison May (Original Mix),309.478,125.0,4/4,2
140559240,End Of All Things feat. Alison May (Original Mix),483.719,125.0,4/4,1
253773302,17130493_Time After Time (Extended Mix)_(Extended Mix),0.024,128.0,4/4,1
131227226,4490046_Big Time Sensuality_(Original Mix),0.323,118.55,4/4,1
131227226,4490046_Big Time Sensuality_(Original Mix),0.83,118.55,4/4,2
131227226,4490046_Big Time Sensuality_(Original Mix),106.101,118.55,4/4,2
131227226,4490046_Big Time Sensuality_(Original Mix),202.768,118.55,4/4,1
247001196,17473989_Point Of No Return_(Extended Mix),0.292,122.0,4/4,1
121154690,17506600_Mirador_(Extended Mix),0.054,126.0,4/4,1
121154690,17506600_Mirador_(Extended Mix),0.531,126.0,4/4,2
198951214,16701912_Hear Me Out_(Extended Mix),0.04,123.0,4/4,1
64582485,7547633_Push The Feeling On_(Mk Dub Revisited),0.348,123.02,4/4,1
65034823,16917312_Voodoo_(Extended Mix),0.001,124.0,4/4,4
28415410,Show Me Love (Extended Mix),0.153,128.0,4/4,1
241579428,Revelation-01-001-TP & Leu Leu Land-Revelation (Original Mix),0.143,126.0,4/4,1
228980269,Anjunabeats The Yearbook 2021-01-039-Trance Wax-Northern Sky (Dusky Remix),0.194,130.0,4/4,1
52940624,Anjunabeats The Yearbook 2021-01-037-gardenstate & GVN-Take Me There (Extended Mix),0.453,130.0,4/4,1
255976272,Anjunabeats The Yearbook 2021-01-064-7 Skies-ZAO (Extended Mix),0.0,128.0,4/4,1
